,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
2123,12169,15992,372126,1683155,522318,60514,953009,25760,115749,128499,1351183,17589,9899,8432,80414,881896,1345587,1819057,66661,472549,122384,1689328,114833,625017,1338505,1145744,1171939,879315,1601059,620265,1692774,521512,297870,368201,953010,1819193,174027,126450,-1,126450,343658,367112,957115,1355733,343658,367112,957115,266428,366138,221703,877114,472540,1345448,1685180,182106,,,,,,,,,,,,,
2124,37056,25528,395741,1706770,545934,54284,976624,26571,139364,129310,1374798,33062,28656,29388,74184,831862,1369202,1819868,60431,473360,123195,1712943,138448,648632,1362120,1169360,1172750,829233,1624674,643880,1716389,545127,321485,391816,976625,1820004,197642,127261,-1,127261,344469,390727,980731,1305699,344469,390727,980731,259300,389753,222514,827080,473351,1369063,1708795,182187,,,,,,,,,,,,,
2125,97136,98399,459888,1770917,610081,32173,1040771,99442,203511,202181,1438945,97209,89798,90254,8371,969659,1433349,1892740,23145,546231,196066,1777090,202595,712779,1426267,1233507,1245621,967077,1688822,708027,1780536,609274,385632,455963,1040772,1892875,261790,200132,-1,200132,417340,454874,1044878,1443496,417340,454874,1044878,332172,453900,295385,964876,546222,1433211,1772942,189474,,,,,,,,,,,,,
2128,31639,20110,397615,1708644,547808,80157,978498,9859,141238,104159,1376672,43168,23200,23932,100057,806711,1371076,1794718,86304,448210,98044,1714818,140322,650507,1363994,1171234,1147599,804082,1626549,645755,1718263,547001,323360,393691,978500,1794853,199517,102110,-1,102110,321137,392602,982605,1280548,321137,392602,982605,234150,391628,197363,801929,448200,1370938,1710669,179672,,,,,,,,,,,,,
2129,351090,362852,43913,1330916,170080,418144,600770,374166,241824,371931,998944,350070,359032,357627,438043,535282,993348,1593185,424290,514345,376900,1337090,252229,272779,986266,793506,946066,532700,1248821,268026,1340535,169273,123135,48198,600772,1593320,182597,373223,-1,373223,538322,49941,604877,1009119,538322,49941,604877,178456,49153,218842,530499,514335,993210,1332941,159518,,,,,,,,,,,,,
2130,8206,11009,375898,1686927,526091,81831,956781,22323,119521,116251,1354955,21450,18848,19581,101730,818803,1349359,1806809,87977,460301,110136,1693100,118605,628790,1342277,1149517,1159691,816174,1604832,624037,1696546,525284,301642,371973,956782,1806945,177800,114202,-1,114202,331410,370884,960888,1292640,331410,370884,960888,246242,369910,209455,814021,460292,1349221,1688952,180881,,,,,,,,,,,,,
2131,100845,112607,357384,1654872,494036,167899,924726,109597,92137,134884,1322900,99825,108788,107382,187798,802059,1317304,1780971,174045,434463,132307,1661045,91221,596734,1310222,1117462,1133853,799478,1572776,591982,1664491,493229,274258,353460,924727,1781107,150416,130477,-1,130477,353581,343501,928833,1275896,353581,343501,928833,150680,342527,113893,797277,434454,1317165,1656897,178297,,,,,,,,,,,,,
2132,799747,811510,467408,1027595,289583,866801,366611,810476,690481,700173,696319,798728,807690,806284,886701,81098,690087,1139002,872948,387016,707872,1033768,700887,199798,682954,528281,491883,78517,945499,186474,1037214,292384,573923,471693,365491,1139137,631255,701465,-1,701465,719682,473436,368581,554935,719682,473436,368581,575589,472648,619482,76316,387025,689948,1029620,114100,,,,,,,,,,,,,
2133,1022625,1034387,690285,854832,512461,1089679,192812,1033354,913359,923050,522860,1021605,1030568,1029162,1109578,207886,517264,1220120,1095825,613896,930749,861006,923764,407743,510182,324504,546660,213270,772737,409352,864451,515261,796800,694571,191692,1220256,854132,924342,-1,924342,942559,696314,194781,463091,942559,696314,194781,798466,695526,842359,212908,613906,517126,856857,122212,,,,,,,,,,,,,
2134,595208,589957,339910,1240397,185564,662262,500951,579705,485942,474879,909122,594188,593046,593779,682161,293901,902889,1351729,668408,307749,482579,1246571,496348,172959,895757,701309,704611,291272,1158302,171698,1250016,185326,446425,344195,500952,1351865,426715,476171,-1,476171,494389,345938,505057,767738,494389,345938,505057,371049,345150,414942,289119,307758,902751,1242422,135373,,,,,,,,,,,,,
2135,172048,183810,197506,1508535,347698,239102,778389,195124,62782,268878,1176563,171028,179991,178585,259001,707276,1170967,1765179,245248,452582,273847,1514708,73187,450397,1163884,971124,1118061,704695,1426439,445645,1518153,346892,123250,193581,778390,1765315,2098,270170,-1,270170,461078,192492,782495,1181113,461078,192492,782495,91808,191518,138442,702494,452573,1170828,1510560,176718,,,,,,,,,,,,,
2136,32232,29676,399889,1710918,550082,46898,980772,30719,143512,133458,1378946,37210,32804,33537,66797,836010,1373350,1824016,53044,477508,127343,1717091,142596,652780,1366268,1173508,1176898,833381,1628823,648028,1720537,549275,325633,395964,980773,1824152,201791,131409,-1,131409,348617,394875,984879,1309847,348617,394875,984879,263448,393901,226662,831228,477499,1373212,1712943,182602,,,,,,,,,,,,,
2137,25138,23894,387890,1698919,538083,50752,968773,38479,131513,141218,1366947,25211,17800,18256,70651,897661,1361351,1831777,56898,485268,135103,1705093,130597,640782,1354269,1161509,1184658,895079,1616824,636029,1708538,537276,313634,383966,968774,1831912,189792,139169,-1,139169,356377,382876,972880,1371498,356377,382876,972880,282192,381902,234422,892878,485259,1361213,1700944,183378,,,,,,,,,,,,,
2139,34117,45880,337257,1648286,487450,101172,918140,57194,80880,159932,1316314,33098,42060,40654,121071,847028,1310718,1850636,107318,504128,153818,1654460,79964,590149,1303636,1110876,1203517,844447,1566191,585396,1657905,486643,263001,333333,918142,1850771,139159,157883,-1,157883,375092,332243,922247,1320865,375092,332243,922247,231560,331270,183557,842246,504118,1310580,1650311,185263,,,,,,,,,,,,,
2140,488182,476653,659672,1546837,678112,536700,944025,466402,560667,360762,1215561,499710,479742,480475,556599,600340,1209328,1540612,542846,194104,367325,1553010,559751,665508,1202196,1105695,893493,597711,1464741,664246,1556455,677874,634923,655747,942905,1540747,553975,381094,-1,381094,208526,658781,945995,1074177,208526,658781,945995,456113,657578,412576,595558,194094,1209190,1548862,154261,,,,,,,,,,,,,
2142,332422,320893,404457,1446545,446524,380940,761911,310642,373574,205816,1115269,343951,323983,324715,400839,500048,1109036,1488055,387087,141547,213516,1452718,383979,433919,1101904,962269,840936,497419,1364449,432657,1456163,446286,395295,400533,761912,1488190,314347,207108,-1,207108,225479,403566,766017,973885,225479,403566,766017,221217,402364,206287,495266,141537,1108898,1448570,149005,,,,,,,,,,,,,
2143,106956,118718,266927,1577956,417120,174010,847810,130032,9725,232771,1245984,105936,114899,113493,193909,776698,1240388,1834601,180156,522004,226656,1584130,10739,519819,1233306,1040546,1187483,774117,1495861,515067,1587575,416313,192672,263003,847812,1834737,68829,230722,-1,230722,447930,261914,851917,1250535,447930,261914,851917,161230,260940,207864,771916,521994,1240250,1579981,183660,,,,,,,,,,,,,
2144,1344566,1356328,1010096,340190,832272,1411620,397612,1367642,1235300,1316834,9940,1343546,1352509,1351103,1431519,612397,6407,907677,1417766,1018407,1324534,346363,1245705,725220,8464,209933,780818,617781,258095,737605,349809,835072,1116611,1014382,397092,907813,1176073,1318126,-1,1318126,1360519,1016125,394628,139465,1360519,1016125,394628,1171933,1015337,1212319,617419,1018417,6528,342215,90968,,,,,,,,,,,,,
2145,84692,85955,447444,1758473,597637,14213,1028327,86999,191067,189737,1426501,84765,77354,77810,8944,957215,1420905,1880296,7923,533788,183623,1764647,190151,700336,1413823,1221063,1233177,954634,1676378,695584,1768092,596830,373189,443520,1028329,1880431,249346,187688,-1,187688,404897,442431,1032434,1431052,404897,442431,1032434,319728,441457,282941,952433,533778,1420767,1760498,188230,,,,,,,,,,,,,
2146,15393,26124,362834,1673863,513026,82314,943717,37437,106457,140176,1341891,21025,27180,25774,102213,872604,1336295,1830735,88461,484227,134061,1680036,105540,615725,1329213,1136452,1183616,870023,1591767,610973,1683481,512220,288578,358909,943718,1830870,164735,138127,-1,138127,355335,357820,947823,1346441,355335,357820,947823,257136,356846,205037,867822,484217,1336156,1675888,183273,,,,,,,,,,,,,
2147,34193,40206,396945,1707974,547138,42629,977828,41250,140568,143989,1376002,34266,26855,27311,62529,906716,1370406,1834547,48776,488039,137874,1714148,139652,649837,1363324,1170564,1187429,904135,1625879,645085,1717593,546331,322690,393021,977830,1834682,198847,141940,-1,141940,359148,391932,981935,1380553,359148,391932,981935,273979,390958,237192,901934,488029,1370268,1709999,183655,,,,,,,,,,,,,
2148,78150,79414,440903,1751932,591095,6862,1021786,80457,184526,183196,1419960,78224,70813,71269,22141,950673,1414364,1873754,4981,527246,177081,1758105,183610,693794,1407282,1214521,1226636,948092,1669836,689042,1761551,590289,366647,436978,1021787,1873890,242804,181147,-1,181147,398355,435889,1025892,1424510,398355,435889,1025892,313186,434915,276400,945891,527237,1414225,1753957,187575,,,,,,,,,,,,,
2149,57959,46431,423935,1734408,573572,106477,1004262,36179,167558,82906,1402436,69488,49520,50253,126377,785458,1396840,1773464,112624,426956,76791,1740582,166642,676271,1389758,1196998,1126345,782829,1652313,671519,1744027,572765,349680,420011,1004264,1773599,225837,80857,-1,80857,298065,418922,1008369,1259295,298065,418922,1008369,230216,417948,193429,780675,426946,1396702,1736433,177546,,,,,,,,,,,,,
2150,512349,524111,177879,1173298,6499,579403,443152,535425,403083,533190,841326,511329,520292,518886,599302,377663,835730,1435566,585549,485164,538159,1179471,413489,115160,828648,635887,788448,375082,1091202,110408,1182916,5693,284394,182165,443153,1435702,343856,534482,-1,534482,671805,183908,447258,851500,671805,183908,447258,339716,183120,380102,372881,485174,835591,1175323,143757,,,,,,,,,,,,,
2151,32376,31847,395129,1706158,545322,45113,976012,32891,138752,135630,1374186,32450,34976,35708,65012,838182,1368590,1826188,51260,479680,129515,1712331,137836,648020,1361508,1168748,1179070,835553,1624063,643268,1715777,544515,320873,391204,976013,1826324,197031,133581,-1,133581,350789,390115,980119,1312019,350789,390115,980119,265620,389141,228834,833400,479671,1368452,1708183,182819,,,,,,,,,,,,,
2152,49049,60812,324857,1635886,475050,116103,905740,72125,68480,174864,1303914,48030,56992,55586,136003,834628,1298318,1838236,122250,491728,168749,1642059,67564,577748,1291236,1098476,1191117,832046,1553791,572996,1645505,474243,250601,320932,905741,1838371,126759,172815,-1,172815,390023,319843,909847,1308465,390023,319843,909847,219159,318869,171157,829845,491718,1298180,1637911,184023,,,,,,,,,,,,,
2153,16944,27674,356351,1667380,506544,85121,937234,38988,99974,141727,1335408,19672,29336,27930,105020,866121,1329812,1832286,91267,485777,135612,1673553,99058,609242,1322730,1129970,1185167,863540,1585285,604490,1676999,505737,282095,352426,937235,1832421,158252,139678,-1,139678,356886,351337,941341,1339959,356886,351337,941341,250653,350363,202651,861339,485768,1329673,1669405,183428,,,,,,,,,,,,,
2154,935801,947563,603461,927659,425637,1002855,240765,946530,826535,836226,596383,934781,943744,942338,1022754,125390,590151,1212029,1009001,531400,843926,933832,836941,335852,583018,402435,526094,130774,845563,322528,937278,428438,709976,607747,239645,1212164,767308,837518,-1,837518,855736,609490,242735,455000,855736,609490,242735,711642,608702,755535,130412,531410,590012,929684,121403,,,,,,,,,,,,,
2155,198568,187040,268034,1565521,404685,247087,835375,176788,195806,135375,1233549,189641,190129,190862,266986,712708,1227953,1707929,253233,361421,140344,1571694,181036,507383,1220871,1028111,1060811,710127,1483426,502631,1575140,403878,217528,264109,835376,1708064,136580,136667,-1,136667,336533,267142,839482,1186545,336533,267142,839482,61329,265940,24002,707926,361411,1227814,1567546,170993,,,,,,,,,,,,,
2156,21293,32886,383336,1694365,533529,55617,964219,33930,126959,136669,1362393,20657,13907,14363,75517,893107,1356797,1827227,61764,480719,130554,1700538,126043,636228,1349715,1156955,1180109,890525,1612270,631475,1703984,532722,309080,379411,964220,1827363,185238,134620,-1,134620,351828,378322,968326,1366944,351828,378322,968326,277638,377348,229873,888324,480710,1356659,1696390,182923,,,,,,,,,,,,,
2157,1699457,1711219,1364987,22397,1187163,1766511,752503,1722533,1590191,1671725,354601,1698438,1707400,1705994,1786410,967288,356593,1262568,1772658,1373298,1679425,16729,1600597,1080111,362500,564824,1135709,972672,102866,1092496,84347,1189964,1471502,1369273,751983,1262704,1530964,1673017,-1,1673017,1715410,1371016,749519,494356,1715410,1371016,749519,1526824,1370228,1567210,972310,1373308,356455,21005,126457,,,,,,,,,,,,,
2158,61777,50248,407150,1704637,543801,110295,974491,39997,171376,78095,1372665,73305,53338,54070,130194,780647,1367069,1768653,116441,422145,71980,1710811,170460,646500,1359987,1167227,1121535,778018,1622542,641748,1714256,542994,353497,403225,974493,1768789,229655,76046,-1,76046,293254,406259,978598,1254484,293254,406259,978598,200445,405056,163658,775865,422136,1366931,1706662,177065,,,,,,,,,,,,,
2159,28618,28908,391370,1702399,541563,46111,972253,29952,134993,132690,1370427,28691,21280,21736,66011,901141,1364831,1823249,52258,476741,126576,1708573,134077,644262,1357749,1164989,1176130,898560,1620304,639510,1712018,540756,317115,387446,972255,1823384,193272,130641,-1,130641,347850,386357,976360,1374978,347850,386357,976360,262681,385383,225894,896359,476731,1364693,1704424,182525,,,,,,,,,,,,,
2160,1678973,1690735,1344503,1686,1166679,1746027,732019,1702049,1569707,1651241,334117,1677953,1686916,1685510,1765926,946804,336109,1242084,1752173,1352814,1658941,7528,1580112,1059627,342016,544340,1115225,952188,82382,1072012,74941,1169479,1451018,1348789,731499,1242220,1510480,1652533,-1,1652533,1694926,1350532,729035,473872,1694926,1350532,729035,1506340,1349744,1546726,951826,1352824,335971,3711,124408,,,,,,,,,,,,,
2161,81186,69657,424621,1722108,561272,129704,991962,59406,190785,64092,1390136,92714,72746,73479,149603,766644,1384540,1754650,135850,408142,57977,1728282,189869,663971,1377458,1184698,1107532,764015,1640013,659218,1731727,560465,372906,420696,991963,1754786,249063,62043,-1,62043,279251,423730,996069,1240481,279251,423730,996069,217916,422527,181129,761862,408133,1384402,1724133,175665,,,,,,,,,,,,,
2162,35304,23775,396281,1707310,546473,54511,977164,24819,139903,127557,1375338,33602,17976,18432,74410,830109,1369742,1818116,60657,471608,121443,1713483,138987,649172,1362660,1169899,1170997,827481,1625214,644420,1716928,545667,322025,392356,977165,1818251,198182,125508,-1,125508,342717,391267,981270,1303947,342717,391267,981270,257548,390293,220761,825327,471598,1369603,1709335,182012,,,,,,,,,,,,,
2163,126404,138166,268018,1579048,418211,193458,848902,149480,24738,252219,1247076,125384,134347,132941,213357,777789,1241480,1835692,199604,523095,246104,1585221,23882,520910,1234397,1041637,1188574,775208,1496952,516158,1588666,417404,193763,264094,848903,1835828,69920,250170,-1,250170,467378,263005,853008,1251626,467378,263005,853008,162321,262031,208955,773007,523086,1241341,1581073,183769,,,,,,,,,,,,,
2164,71492,72756,434245,1745274,584437,9091,1015128,73799,177868,176538,1413302,71566,64155,64610,29371,944015,1407706,1867096,9908,520588,170423,1751447,176952,687136,1400624,1207863,1219978,941434,1663178,682384,1754893,583631,359989,430320,1015129,1867232,236146,174489,-1,174489,391697,429231,1019234,1417852,391697,429231,1019234,306528,428257,269742,939233,520579,1407567,1747299,186910,,,,,,,,,,,,,
2165,21709,16792,386246,1697275,536439,54687,967129,33816,129869,136554,1365303,23567,10699,11155,74586,896017,1359707,1827113,60833,480605,130440,1703449,128953,639138,1352625,1159865,1179994,893436,1615180,634385,1706894,535632,311990,382322,967131,1827248,188148,134505,-1,134505,351714,381232,971236,1369854,351714,381232,971236,266545,380259,229758,891235,480595,1359569,1699300,182911,,,,,,,,,,,,,
2166,959582,971344,625112,730244,447288,1026636,12628,982658,850316,963945,398272,958563,967525,966119,1046536,385554,392676,1232362,1032783,758649,971645,736418,860722,340236,385594,192834,719167,390938,648149,352621,739863,450089,731628,629398,12108,1232497,791089,965238,-1,965238,996690,631141,8305,464149,996690,631141,8305,786949,630353,827335,390576,758658,392538,732269,123436,,,,,,,,,,,,,
2167,75366,76629,438119,1749148,588311,8310,1019002,77673,181741,180412,1417176,75440,68028,68484,19127,947889,1411580,1870970,10884,524462,174297,1755321,180825,691010,1404497,1211737,1223852,945308,1667052,686258,1758766,587505,363863,434194,1019003,1871106,240020,178363,-1,178363,372841,433105,1023108,1421726,372841,433105,1023108,310402,432131,273615,943107,524453,1411441,1751173,187297,,,,,,,,,,,,,
