,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
1061,253955,242427,219563,1517051,356214,302474,786905,232175,168361,181509,1185079,245028,245516,246249,322373,664238,1179482,1694843,308620,348335,186478,1523224,178766,458913,1172400,979640,1047725,661656,1434955,454161,1526669,355407,190082,215639,786906,1694979,109134,182801,-1,182801,352047,218672,791011,1138075,352047,218672,791011,16004,217470,32567,659455,348326,1179344,1519076,169684,,,,,,,,,,,,,
1065,361248,373010,9439,1353828,192991,428302,623682,384324,251982,395625,1021856,360228,369191,367785,448201,558193,1016259,1616096,434448,538038,400594,1360001,262388,295690,1009177,816417,968978,555612,1271732,290938,1363446,192184,115911,5514,623683,1616232,192755,396917,-1,396917,562016,8756,627788,1032030,562016,8756,627788,202150,7553,242536,553411,538029,1016121,1355853,161810,,,,,,,,,,,,,
1066,1820320,1808791,1604391,1243162,1426567,1868838,1235170,1798540,1827465,1693714,911887,1831848,1811881,1812613,1888737,1067006,905654,1109,1874984,1347984,1701413,1249336,1837870,1336782,898521,1047492,648957,1062095,1161067,1323458,1098346,1429367,1710906,1608677,1234651,1391,1768238,1695006,-1,1695006,1689958,1610420,1232187,770503,1689958,1610420,1232187,1709115,1609632,1694185,1064405,1347993,905515,1245187,266,,,,,,,,,,,,,
1067,114197,102668,352088,1649576,488739,162715,919430,92417,127160,99954,1317604,125726,105758,106490,182614,796763,1312008,1775675,168861,429167,97377,1655749,126244,591438,1304926,1112165,1128557,794182,1567480,586686,1659195,487933,301583,348164,919431,1775811,185439,95546,-1,95546,318651,351197,923536,1270600,318651,351197,923536,145383,349995,108597,791981,429158,1311869,1651601,177767,,,,,,,,,,,,,
1069,218571,207042,552769,1801553,689420,267089,1103708,196791,328170,150289,1470277,230099,210132,210864,258913,855057,1464045,1876576,273235,530068,146021,1807726,327254,775716,1456912,1317278,1229457,852428,1719458,774481,1811172,688613,510291,548844,1103709,1876711,386449,150454,-1,150454,191987,551878,1107815,1328894,191987,551878,1107815,346064,550675,299000,850274,530058,1463906,1803578,187857,,,,,,,,,,,,,
1071,258578,247049,380043,1535008,516694,307096,850374,236798,312885,131972,1203732,270107,250139,250872,326996,588512,1197500,1576518,313243,230010,139672,1541182,311968,522383,1190367,1050733,929400,585883,1452913,521121,1544627,515887,370881,376118,850376,1576654,289932,133264,-1,133264,208184,379152,854481,1062349,208184,379152,854481,196803,377949,154200,583730,230001,1197361,1537033,157852,,,,,,,,,,,,,
1078,193039,181510,316192,1613679,452843,241557,883533,171259,188187,87170,1281707,195875,184600,185332,261456,697333,1276111,1685339,247704,338831,92139,1619852,187271,555541,1269029,1076269,1038221,694704,1531584,550789,1623298,452036,265686,312267,883534,1685475,184738,88462,-1,88462,282635,315301,887640,1171170,282635,315301,887640,109487,314098,62423,692551,338822,1275972,1615704,168734,,,,,,,,,,,,,
1084,78240,66711,414128,1711615,550779,126758,981469,56460,187839,56798,1379643,89769,69801,70533,146657,759350,1374047,1747356,132904,400848,50683,1717789,186923,653478,1366965,1174205,1100237,756721,1629520,648725,1721234,549972,363622,410203,981470,1747491,246118,54749,-1,54749,271957,413237,985576,1233187,271957,413237,985576,207423,412034,170636,754567,400838,1373909,1713640,174936,,,,,,,,,,,,,
1089,13348,30369,372121,1683150,522314,67138,953004,45451,115744,148190,1351178,9442,16243,15272,87038,881892,1345582,1838748,73285,492240,142075,1689323,114828,625012,1338500,1145740,1191630,879310,1601055,620260,1692769,521507,297865,368196,953005,1838884,174023,146141,-1,146141,363349,367107,957111,1355729,363349,367107,957111,266423,366133,218421,877109,492231,1345444,1685175,184075,,,,,,,,,,,,,
1090,220744,209215,250835,1548322,387486,269262,818176,198964,202776,146924,1216350,211816,212304,213037,289161,699039,1210754,1691793,275408,345285,151893,1554496,213181,490185,1203672,1010912,1044674,696458,1466227,485433,1557941,386679,224497,246910,818178,1691928,143549,148216,-1,148216,320397,249944,822283,1172876,320397,249944,822283,47276,248741,2192,694257,345275,1210616,1550347,169379,,,,,,,,,,,,,
1096,528710,540473,194241,1154159,14485,595765,424013,551787,419445,549552,822187,527691,536653,535248,615664,358525,816591,1416428,601911,486334,554521,1160333,429850,96022,809509,616749,769310,355944,1072064,91270,1163778,17286,300756,198526,424015,1416564,360218,550844,-1,550844,672974,200269,428120,832362,672974,200269,428120,356077,199481,396463,353743,486344,816453,1156184,141843,,,,,,,,,,,,,
1098,1762399,1774161,1427929,108748,1250105,1829453,815444,1785475,1653133,1734667,417543,1761379,1770342,1768936,1849352,1030230,419535,1171065,1835599,1436240,1742366,103080,1663538,1143053,425442,627766,1198651,1035614,175554,1155438,74131,1252905,1534444,1432215,814925,1171200,1593906,1735959,-1,1735959,1778351,1433958,812461,557297,1778351,1433958,812461,1589766,1433170,1630152,1035252,1436250,419396,107356,117306,,,,,,,,,,,,,
1109,74612,63083,402782,1700269,539433,123130,970123,52832,184211,70625,1368297,86140,66172,66905,143029,773177,1362701,1761184,129276,414676,64511,1706442,183295,642131,1355619,1162859,1114065,770548,1618174,637379,1709888,538626,352276,398857,970124,1761319,242489,68576,-1,68576,285785,401891,974230,1247015,285785,401891,974230,196077,400688,159290,768395,414666,1362563,1702294,176318,,,,,,,,,,,,,
1111,18213,29975,352580,1663610,502773,81941,933464,41289,96203,144028,1331638,13772,26156,24750,101840,862351,1326041,1834587,88087,488078,137913,1669783,95287,605472,1318959,1126199,1187468,859770,1581514,600720,1673228,501966,278325,348656,933465,1834722,154482,141979,-1,141979,359187,347567,937570,1336188,359187,347567,937570,246883,346593,198881,857569,488069,1325903,1665635,183659,,,,,,,,,,,,,
1112,19825,6196,380613,1691643,530806,68285,961497,15974,124236,118712,1359671,31354,5768,6500,88185,821264,1354075,1809271,74432,462763,112597,1697816,123320,633505,1346992,1154232,1162152,818635,1609547,628753,1701261,529999,306358,376689,961498,1809406,182515,116663,-1,116663,333872,375600,965603,1295101,333872,375600,965603,248703,374626,211916,816482,462753,1353936,1693668,181127,,,,,,,,,,,,,
1116,1457972,1469734,1123502,239915,945677,1525026,511017,1481048,1348706,1430240,113115,1456952,1465914,1464509,1544925,725802,115108,1021083,1531172,1131813,1437939,246088,1359111,838626,121015,323338,894224,731187,157819,851011,249533,948478,1230017,1127787,510498,1021218,1289479,1431532,-1,1431532,1473924,1129530,508034,252870,1473924,1129530,508034,1285338,1128742,1325724,730824,1131822,114969,241940,102308,,,,,,,,,,,,,
1118,830934,819406,662529,1027526,484705,879452,483911,809154,885603,704328,696250,993849,822495,823228,899352,125143,690017,1042380,885599,405901,712028,1033699,896008,394920,682885,645581,395261,120233,945430,381596,1037144,487505,769044,666815,482791,1042515,826376,705620,-1,705620,748013,668558,485881,554866,748013,668558,485881,770710,667770,814603,122542,405911,689879,1029551,104438,,,,,,,,,,,,,
1119,654425,666188,319956,1031555,142131,721480,301409,677502,545160,658789,699583,653406,662368,660962,741379,311001,693986,1368905,727626,504893,666488,1037728,555565,35080,686904,494144,721786,308420,949459,47465,1041173,144932,426471,324241,301410,1369040,485933,660081,-1,660081,691533,325984,305515,721064,691533,325984,305515,481792,325196,522178,306219,504903,693848,1033580,137090,,,,,,,,,,,,,
1120,574759,586521,240289,1104757,62464,641813,374611,597835,465493,595600,772785,573739,582702,581296,661712,309122,767189,1367025,647959,492056,600569,1110930,475898,46619,760107,567346,719907,306541,1022661,41867,1114375,65265,346804,244574,374612,1367161,406266,596892,-1,596892,678696,246318,378717,782959,678696,246318,378717,402126,245530,442512,304340,492065,767050,1106782,136902,,,,,,,,,,,,,
1122,482556,494318,150694,1245264,92410,549610,515118,505632,373290,461688,913292,481536,490499,489093,569509,453617,907696,1511521,555756,526009,469388,1251438,383695,187127,900614,707854,864402,451036,1163169,182375,1254883,92172,254601,154980,515120,1511656,314063,462980,-1,462980,591755,156723,519225,927454,591755,156723,519225,309923,155935,350308,448835,526018,907558,1247289,151352,,,,,,,,,,,,,
1124,295770,284241,307300,1538293,443951,344288,808147,273990,276417,169164,1206321,307298,287330,288063,364187,651095,1200725,1608008,350434,261499,176863,1544467,286822,480156,1193643,1000883,960889,648514,1456198,478921,1547912,443144,298138,303376,808149,1608143,217190,170456,-1,170456,299230,306409,812254,1124932,299230,306409,812254,124060,305207,123124,646313,261490,1200587,1540318,161001,,,,,,,,,,,,,
1129,11791,23554,365779,1676808,515972,72964,946662,34868,109402,137606,1344836,2977,19962,18556,92863,875549,1339240,1828165,79110,481657,131492,1682981,108486,618670,1332158,1139398,1181046,872968,1594712,613918,1686427,515165,291523,361854,946663,1828300,167680,135557,-1,135557,352766,360765,950769,1349387,352766,360765,950769,260081,359791,212079,870767,481647,1339101,1678833,183016,,,,,,,,,,,,,
1130,13722,17560,373678,1684707,523871,61673,954561,27327,117301,130066,1352735,18393,11466,9999,81572,883449,1347139,1820625,67819,474117,123951,1690881,116385,626570,1340057,1147297,1173506,880868,1602612,621818,1694326,523064,299423,369754,954563,1820760,175580,128017,-1,128017,345225,368665,958668,1357286,345225,368665,958668,267981,367691,223270,878667,474107,1347001,1686732,182262,,,,,,,,,,,,,
1131,267631,256102,354498,1510149,491149,316149,825515,245851,323615,141025,1178874,279159,259192,259924,336048,563653,1172641,1551659,322295,205151,148724,1516323,334020,497524,1165508,1025874,904541,561024,1428054,496262,1519768,490343,345336,350574,825517,1551795,264388,142317,-1,142317,233729,353607,829622,1037490,233729,353607,829622,171258,352405,137493,558871,205142,1172502,1512174,155366,,,,,,,,,,,,,
1133,13633,23771,359536,1670565,509729,79756,940419,35085,103159,137824,1338593,17600,24621,23215,99655,869307,1332997,1828382,85902,481874,131709,1676739,102243,612428,1325915,1133155,1181264,866726,1588470,607675,1680184,508922,285280,355612,940420,1828518,161438,135775,-1,135775,352983,354522,944526,1343144,352983,354522,944526,253839,353548,205836,864525,481865,1332859,1672590,183038,,,,,,,,,,,,,
1136,427945,439707,77387,1273823,112987,494999,543678,451021,318679,448786,941851,426926,435888,434482,514898,478189,936255,1536092,501146,567984,453756,1279997,329085,215686,929173,736413,888974,475608,1191728,210934,1283442,112180,196554,81673,543679,1536228,259452,450079,-1,450079,615178,83416,547784,952026,615178,83416,547784,255312,82628,295698,473407,567993,936117,1275848,153809,,,,,,,,,,,,,
1140,999004,1010766,664534,720416,486710,1066058,52263,1022080,889738,1020034,388444,997984,1006947,1005541,1085957,391662,382848,1222534,1072204,764757,1027733,726590,900143,379658,375766,183006,725275,397046,638321,392043,730035,489510,771049,668820,51143,1222669,830511,1021326,-1,1021326,1039543,670563,54233,454321,1039543,670563,54233,826371,669775,866757,396684,764766,382710,722441,122453,,,,,,,,,,,,,
1141,10564,9755,376540,1687569,526733,80576,957423,21069,120163,123807,1355597,22092,17594,18327,100476,826359,1350001,1814366,86723,467858,117693,1693743,119247,629432,1342919,1150159,1167247,823730,1605474,624679,1697188,525926,302284,372616,957424,1814501,178442,121758,-1,121758,338967,371526,961530,1300196,338967,371526,961530,253798,370552,217011,821577,467848,1349863,1689594,181636,,,,,,,,,,,,,
1143,203911,192383,486521,1717754,623172,252430,1019909,182131,313511,91843,1386479,215440,195472,196205,244254,771258,1380246,1759264,258576,412756,92487,1723928,312594,691918,1373114,1233479,1112146,768629,1635659,690683,1727373,622365,436016,482597,1019911,1759400,355067,92009,-1,92009,149302,485630,1024016,1245095,149302,485630,1024016,279816,484427,232752,766476,412747,1380108,1719779,176126,,,,,,,,,,,,,
1145,171364,159835,485263,1735350,621914,219882,1037505,149584,280963,82783,1404074,182892,162924,163657,211706,788854,1397842,1776860,226028,430352,78515,1741523,280047,709513,1390709,1251075,1129741,786225,1653254,708278,1744969,621107,434758,481338,1037506,1776995,339241,82949,-1,82949,182186,484372,1041611,1262691,182186,484372,1041611,278558,483169,231494,784071,430342,1397703,1737375,177886,,,,,,,,,,,,,
1147,43441,31913,409418,1727576,566739,91960,997430,21661,153041,93501,1395604,54970,35002,35735,111859,796053,1390008,1784059,98106,437551,87386,1733749,152124,669438,1382925,1190165,1136941,793424,1645480,664686,1737194,565933,335162,405493,997431,1784195,211319,91452,-1,91452,308660,404404,1001536,1269890,308660,404404,1001536,223383,403430,186597,791271,437542,1389869,1729601,178606,,,,,,,,,,,,,
1148,13934,25697,355811,1666841,506004,77662,936695,37011,99434,139749,1334869,10063,21877,20472,97561,865582,1329272,1830308,83808,483800,133635,1673014,98518,608703,1322190,1129430,1183189,863001,1584745,603951,1676459,505197,281556,351887,936696,1830443,157713,137700,-1,137700,354909,350798,940801,1339419,354909,350798,940801,250114,349824,202112,860800,483790,1329134,1668866,183231,,,,,,,,,,,,,
1149,155397,143868,489528,1738312,626179,203915,1040467,133617,264996,87048,1407037,166926,146958,147690,195739,791816,1400804,1779822,210062,433314,82780,1744486,264080,712476,1393672,1254037,1132704,789187,1656217,711241,1747931,625372,447118,485604,1040469,1779958,323275,87214,-1,87214,196755,488637,1044574,1265653,196755,488637,1044574,282823,487434,235759,787034,433305,1400666,1740337,178182,,,,,,,,,,,,,
1152,288112,276583,215114,1512602,351766,336630,782456,266332,195833,215666,1180630,304080,279673,280405,356530,637905,1175034,1678073,342777,331565,220635,1518775,206239,454464,1167952,975192,1030955,635324,1430506,449712,1522221,350959,217555,211190,782457,1678209,136607,216958,-1,216958,369296,214223,786563,1111742,369296,214223,786563,43477,213021,66724,633123,331556,1174895,1514627,168007,,,,,,,,,,,,,
1155,451124,462887,86620,1282997,122161,518179,552851,474201,341859,478629,951025,450105,459067,457662,538078,487363,945429,1545266,524325,577158,483598,1289171,352264,224860,938347,745587,898148,484782,1200902,220108,1292616,121354,205787,90906,552853,1545402,282632,479921,-1,479921,645020,92649,556958,961200,645020,92649,556958,285154,91861,325540,482581,577167,945291,1285022,154727,,,,,,,,,,,,,
1159,233430,221901,567628,1816412,704279,281948,1118567,211650,343029,165148,1485136,244958,224991,225723,273772,869916,1478904,1857922,288094,511414,160880,1822586,342113,790575,1471771,1332137,1210804,867287,1734317,789340,1826031,703472,525150,563703,1118568,1858058,401308,165313,-1,165313,210044,566737,1122674,1343753,210044,566737,1122674,360923,565534,313859,865134,511405,1478765,1818437,185992,,,,,,,,,,,,,
1164,130499,142261,240276,1551305,390469,197553,821159,153575,21233,256314,1219333,129479,138442,137036,217452,750047,1213737,1807950,203699,495353,250199,1557479,31639,493168,1206655,1013895,1160832,747466,1469210,488416,1560924,389662,166021,236352,821161,1808086,42178,254265,-1,254265,471473,235263,825266,1223884,471473,235263,825266,134579,234289,181213,745265,495343,1213599,1553330,180995,,,,,,,,,,,,,
1165,101629,113391,349298,1663834,502998,168683,933688,118559,92921,143846,1331862,100609,109572,108166,188582,811021,1326266,1789934,174829,443425,141269,1670008,92005,605697,1319184,1126424,1142815,808440,1581739,600944,1673453,502191,275042,345374,933689,1790069,151200,139439,-1,139439,362543,344284,937795,1284858,362543,344284,937795,159642,343310,122855,806239,443416,1326128,1665859,179193,,,,,,,,,,,,,
1166,97967,99231,460720,1771749,610913,33005,1041603,100274,204343,203013,1439777,98041,90630,91086,9203,970490,1434181,1893571,23977,547063,196898,1777922,203427,713611,1427099,1234339,1246453,967909,1689653,708859,1781368,610106,386464,456795,1041604,1893707,262621,200964,-1,200964,418172,455706,1045710,1444328,418172,455706,1045710,333003,454732,296217,965708,547054,1434042,1773774,189557,,,,,,,,,,,,,
1168,375211,363682,447246,1450524,472299,423729,787687,353431,416362,248605,1119248,386739,366771,367504,443628,504027,1113016,1444299,429875,97791,256304,1456697,426768,459695,1105883,988045,797180,501398,1368428,458433,1460142,472061,438084,443322,787688,1444434,357136,249897,-1,249897,259131,446355,791793,977864,259131,446355,791793,264006,445152,249075,499245,97781,1112877,1452549,144630,,,,,,,,,,,,,
1170,960756,972518,626286,719052,448462,1027810,13802,983832,851490,965119,387080,959737,968699,967293,1047709,379011,381484,1221169,1033957,752106,972819,725225,861896,341410,374402,181642,712625,384396,636956,353795,728671,451263,732802,630572,13282,1221305,792263,966412,-1,966412,997864,632315,10819,452957,997864,632315,10819,788123,631527,828509,384034,752116,381345,721077,122317,,,,,,,,,,,,,
1172,1998702,2010465,1664233,345052,1486408,2065756,1051748,2021779,1889436,1970970,653846,1997683,2006645,2005239,2085656,1266533,655838,1407368,2071903,1672544,1978670,339384,1899842,1379356,661746,864069,1434954,1271917,411858,1391741,310435,1489209,1770748,1668518,1051228,1407504,1830209,1972263,-1,1972263,2014655,1670261,1048765,793601,2014655,1670261,1048765,1826069,1669473,1866455,1271555,1672553,655700,343660,140937,,,,,,,,,,,,,
1173,121490,109961,409213,1659943,545864,170008,976555,99710,231089,10441,1328667,133018,113051,113783,189907,713446,1322434,1701453,176154,354945,2761,1666116,230173,648563,1315302,1175668,1054334,710817,1577847,632871,1669561,545058,358708,405289,976556,1701588,289368,8845,-1,8845,223927,408322,980661,1187283,223927,408322,980661,202508,407120,155445,708664,354935,1322296,1661968,170345,,,,,,,,,,,,,
1174,1006940,1018702,672470,728352,494646,1073994,60199,1030016,897674,1027970,396380,1005920,1014883,1013477,1093893,399598,390784,1230470,1080140,772693,1035669,734526,908079,387594,383702,190942,733211,404982,646257,399979,737971,497446,778985,676756,59079,1230605,838447,1029262,-1,1029262,1047479,678499,62169,462257,1047479,678499,62169,834307,677711,874693,404620,772702,390646,730377,123247,,,,,,,,,,,,,
1175,165330,153802,502129,1750913,638780,213848,1053068,143550,274929,99649,1419637,176859,156891,157624,205672,804417,1413405,1792423,219995,445915,95381,1757087,274013,725076,1406272,1266638,1145305,801788,1668818,723841,1760532,637973,457051,498204,1053069,1792559,333208,99814,-1,99814,211768,501238,1057175,1278254,211768,501238,1057175,295424,500035,248360,799635,445906,1413266,1752938,179442,,,,,,,,,,,,,
1177,1056585,1045057,1128621,1694111,1068080,1105104,1253906,1034805,1097737,929980,1362836,1068114,1048146,1048879,1125003,962270,1356603,1226772,1111250,584249,937679,1700285,1108143,1055476,1349471,1404406,582599,957359,1612016,1054214,1703730,1067843,1119459,1124696,1252786,1226907,1038510,931272,-1,931272,926224,1127730,1255876,1221452,926224,1127730,1255876,945381,1126527,930450,959669,584259,1356465,1696136,122877,,,,,,,,,,,,,
1179,11596,22326,358252,1669281,508445,79785,939135,33640,101875,136379,1337309,14336,24001,22595,99684,868022,1331713,1826937,85932,480429,130264,1675454,100959,611143,1324631,1131871,1179819,865441,1587185,606391,1678900,507638,283996,354327,939136,1827073,160153,134330,-1,134330,351538,353238,943242,1341860,351538,353238,943242,252554,352264,204552,863240,480420,1331574,1671306,182894,,,,,,,,,,,,,
1185,214124,202596,336511,1589767,473162,262642,880822,192344,236236,87518,1258492,225653,205685,206418,282542,643271,1252259,1631277,268789,284769,95218,1595941,235320,552831,1245126,1105492,984159,640642,1507672,551595,1599386,472355,311762,332586,880823,1631413,230813,88810,-1,88810,235205,335620,884929,1117108,235205,335620,884929,132952,334417,89415,638489,284760,1252120,1591792,163328,,,,,,,,,,,,,
1187,54826,43297,420802,1724489,563652,103344,994343,33046,164425,84849,1392517,66354,46386,47119,123243,787401,1386920,1775408,109490,428900,78734,1730662,163509,666351,1379838,1187078,1128289,784772,1642393,661599,1734107,562845,346546,416877,994344,1775543,222703,82800,-1,82800,300008,415788,998449,1261238,300008,415788,998449,220296,414814,183510,782619,428890,1386782,1726514,177741,,,,,,,,,,,,,
1189,500927,512689,166457,1192268,24820,567981,462122,524003,391661,521768,860296,499908,508870,507464,587881,396633,854700,1454536,574128,486428,526738,1198441,402067,134130,847618,654857,807418,394052,1110172,129378,1201886,24014,272973,170743,462123,1454672,332434,523061,-1,523061,673068,172486,466228,870470,673068,172486,466228,328294,171698,368680,391851,486438,854561,1194293,145654,,,,,,,,,,,,,
1191,339748,351511,48465,1342530,181693,406803,612384,362825,230483,360590,1010558,338729,347691,346285,426702,546895,1004962,1604798,412949,503003,365559,1348703,240888,284392,997879,805119,957680,544314,1260434,279640,1352148,180886,111794,52750,612385,1604934,171256,361882,-1,361882,526981,54493,616490,1020732,526981,54493,616490,167115,53705,207501,542113,502994,1004823,1344555,160680,,,,,,,,,,,,,
1192,1143458,1155220,808988,545203,631164,1210512,196504,1166534,1034192,1168609,213231,1142438,1151401,1149995,1230411,536317,207635,1047321,1216658,913332,1176309,551377,1044598,524112,200553,6102,861667,541701,463108,536497,554822,633964,915503,813274,195984,1047456,974965,1169901,-1,1169901,1188119,815017,193520,279108,1188119,815017,193520,970825,814229,1011211,541339,913341,207497,547228,104932,,,,,,,,,,,,,
1194,618919,630681,284449,1061954,106624,685973,331808,641995,509653,623282,729982,617899,626862,625456,705872,275495,724386,1333398,692119,469386,630981,1068127,520058,4546,717304,524544,686279,272913,979859,11958,1071573,109425,390964,288734,331809,1333533,450426,624574,-1,624574,656027,290478,335915,749332,656027,290478,335915,446286,289690,486671,270712,469396,724247,1063979,133540,,,,,,,,,,,,,
1195,38855,50617,337862,1648892,488055,105909,918746,61931,81485,164670,1316920,37835,46798,45392,125808,847633,1311323,1851241,112055,504733,158555,1655065,80569,590754,1304241,1111481,1204123,845052,1566796,586002,1658510,487248,263607,333938,918747,1851377,139764,162621,-1,162621,379829,332849,922852,1321470,379829,332849,922852,232165,331875,184163,842851,504724,1311185,1650917,185324,,,,,,,,,,,,,
1200,1819564,1808036,1603636,1242407,1425811,1868083,1234415,1797784,1826709,1692958,911131,1831093,1811125,1811858,1887982,1066250,904898,1846,1874229,1347228,1700658,1248580,1837115,1336026,897766,1046736,648201,1061339,1160311,1322702,1097591,1428612,1710151,1607921,1233895,1611,1767483,1694251,-1,1694251,1689203,1609664,1231432,769747,1689203,1609664,1231432,1708360,1608876,1693429,1063649,1347238,904760,1244432,462,,,,,,,,,,,,,
1203,142107,153869,227267,1538296,377460,209161,808150,165183,32841,267921,1206324,141087,150049,148644,229060,737038,1200728,1794941,215307,482344,261807,1544470,43246,480159,1193646,1000886,1147823,734457,1456201,475406,1547915,376653,153011,223343,808152,1795076,29169,265872,-1,265872,483081,222253,812257,1210875,483081,222253,812257,121570,221280,168204,732256,482334,1200590,1540321,179694,,,,,,,,,,,,,
1205,1250468,1262230,915998,426392,738174,1317522,303514,1273544,1141202,1275619,94420,1249449,1258411,1257005,1337421,633229,88824,928509,1323669,1039239,1283319,432565,1151608,631122,81742,115835,801650,638613,344296,643507,436010,740975,1022514,920284,302994,928645,1081975,1276911,-1,1276911,1295129,922027,300530,160297,1295129,922027,300530,1077835,921239,1118221,638251,1039249,88685,428417,93051,,,,,,,,,,,,,
1214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-,,,,,,,,,,,,,
1219,173282,185044,202408,1517955,357119,240336,787809,196358,64016,278298,1185983,172262,181225,179819,260235,716696,1180387,1774600,246483,462003,283268,1524128,74422,459817,1173305,980545,1127481,714115,1435860,455065,1527574,356312,128152,198484,787810,1774735,5729,279591,-1,279591,470499,197395,791916,1190534,470499,197395,791916,101228,196421,147863,711914,461993,1180248,1519980,177660,,,,,,,,,,,,,
1221,30718,42481,377397,1688426,527590,71805,958280,50117,121020,152856,1356454,14718,27605,28061,91704,887168,1350858,1843414,77951,496906,146741,1694600,120104,630289,1343776,1151016,1196296,884587,1606331,625537,1698045,526783,303142,373473,958282,1843550,179299,150807,-1,150807,368015,372384,962387,1361005,368015,372384,962387,271700,371410,223698,882386,496897,1350720,1690451,184541,,,,,,,,,,,,,
1222,314498,326261,118590,1416077,255241,381552,685931,325227,205232,283814,1084105,313479,322441,321035,401452,592529,1078509,1650432,387699,426228,288783,1422251,215638,357940,1071427,878667,1003313,589947,1333982,353187,1425696,254434,135674,114665,685932,1650567,146006,285106,-1,285106,450205,117699,690038,1066366,450205,117699,690038,90340,116496,130726,587746,426218,1078371,1418102,165243,,,,,,,,,,,,,
1225,1753763,1765526,1419294,113960,1241469,1820817,806809,1776840,1644497,1726031,408907,1752744,1761706,1760300,1840717,1021594,410899,1162429,1826964,1427605,1733731,108292,1654903,1134417,416807,619130,1190015,1026978,166919,1146802,65496,1244270,1525809,1423579,806289,1162565,1585271,1727324,-1,1727324,1769716,1425322,803826,548662,1769716,1425322,803826,1581130,1424534,1621516,1026616,1427614,410761,112569,116443,,,,,,,,,,,,,
1226,125084,113556,405535,1654319,542186,173602,956474,103304,234683,4791,1323043,136613,116645,117378,193502,707823,1316811,1695829,179749,349321,4163,1660492,233767,628482,1309678,1170044,1048711,705194,1572224,627247,1663938,541379,355029,401610,956475,1695965,274081,3222,-1,3222,220625,404644,960581,1181660,220625,404644,960581,198830,403441,151766,703040,349312,1316672,1656344,169783,,,,,,,,,,,,,
1227,66403,54874,432379,1743408,582572,114921,1013262,44623,176002,115319,1411436,77932,57964,58696,134821,817871,1405840,1805878,121068,459369,109204,1749582,175086,685271,1398758,1205998,1158759,815242,1661313,680519,1753027,581765,358124,428455,1013264,1806013,234281,113270,-1,113270,284878,427366,1017369,1291708,284878,427366,1017369,250813,426392,214026,813089,459360,1405702,1745433,180788,,,,,,,,,,,,,
1230,946256,958018,611786,735429,433962,1013310,27292,969332,836990,950619,403457,945236,954199,952793,1033209,356707,397861,1237546,1019456,729802,958319,741602,847395,326910,390779,198019,690320,362091,653334,339295,745048,436762,718301,616072,27293,1237682,777763,951911,-1,951911,1004588,617815,31398,469334,1004588,617815,31398,773623,617027,814009,361729,729811,397722,737454,123955,,,,,,,,,,,,,
1238,37315,36460,395388,1706417,545581,61542,976271,52864,139011,155603,1374445,32709,30366,30822,81441,905159,1368849,1846161,67688,499653,149488,1712591,138095,648280,1361767,1169007,1199043,902577,1624322,643527,1716036,544774,321132,391464,976272,1846297,197290,153554,-1,153554,370762,390374,980378,1378996,370762,390374,980378,289690,389400,241688,900376,499644,1368711,1708442,184816,,,,,,,,,,,,,
1240,152601,141073,411854,1660639,548505,201119,962794,130821,262200,29806,1329363,164130,144162,144895,221019,714142,1323130,1702149,207266,355641,30766,1666812,261284,634802,1315998,1176363,1055030,711513,1578543,633567,1670257,547699,361349,407930,962795,1702284,280400,32012,-1,32012,192144,410963,966900,1187979,192144,410963,966900,205149,409761,158086,709360,355631,1322992,1662664,170415,,,,,,,,,,,,,
1241,72287,84049,305394,1616423,455586,139341,886277,95363,49016,181412,1284451,71267,80230,78824,159240,815164,1278855,1827499,145487,480991,178835,1622596,48100,558285,1271772,1079012,1180381,812583,1534327,553533,1626041,454780,231138,301469,886278,1827635,107295,177005,-1,177005,400109,300380,890383,1289001,400109,300380,890383,199696,299406,160421,810382,480982,1278716,1618448,182950,,,,,,,,,,,,,
1242,2658190,2669952,2323720,1004539,2145896,2725244,1711235,2681266,2548924,2630458,1313334,2657170,2666133,2664727,2745143,1926021,1315326,2066856,2731390,2332031,2638157,998871,2559329,2038844,1321233,1523557,2094442,1931405,1071345,2051229,969922,2148696,2430235,2328006,1710716,2066991,2489697,2631750,-1,2631750,2674142,2329749,1708252,1453088,2674142,2329749,1708252,2485557,2328961,2525943,1931043,2332041,1315187,1003147,206886,,,,,,,,,,,,,
1243,371414,359885,542904,1589094,605893,419932,921280,349634,443899,243994,1257818,382943,362975,363707,439832,642597,1251586,1582869,426079,236361,250557,1595267,442983,593289,1244453,1121639,935750,639968,1506998,592027,1598713,605655,518156,538980,921282,1583004,437207,264326,-1,264326,126589,542013,925387,1116434,126589,542013,925387,339346,540811,295808,637815,236351,1251447,1591119,158487,,,,,,,,,,,,,
